Federal Provider Number,Provider Name,Provider State,Overall Rating,Overall Rating Footnote,Health Inspection Rating,Health Inspection Rating Footnote,QM Rating,QM Rating Footnote,Staffing Rating,Staffing Rating Footnote,RN Staffing Rating,RN Staffing Rating Footnote,Location,Processing Date
345468,LIBERTY COMMONS REHABILITATION CENTER,NC,4,,4,,5,,1,,2,,"121 RACINE DRIVE
WILMINGTON, NC 28403
(34.242485, -77.861164)",02/01/2017
335833,JEFFERSONS FERRY LIFE CARE CO,NY,5,,4,,3,,5,,5,,"500 MATHER DRIVE
SOUTH SETAUKET, NY 11720
(40.898059, -73.079769)",02/01/2017
355061,SANFORD HILLSBORO CARE CENTER,ND,5,,4,,3,,5,,5,,"12 3RD ST SE
HILLSBORO, ND 58045
(47.403438, -97.056645)",02/01/2017
335701,PATHWAYS NURSING & REHABILITATION CENTER,NY,5,,3,,5,,5,,5,,"1805 PROVIDENCE AVENUE
NISKAYUNA, NY 12309
(42.829136, -73.896644)",02/01/2017
335760,EDDY HERITAGE HOUSE NURSING AND REHAB CTR,NY,4,,3,,4,,4,,4,,"2920 TIBBITS AVENUE
TROY, NY 12180
(42.73147, -73.662582)",02/01/2017
345006,BLUMENTHAL NURSING & REHABILITATION CENTER,NC,1,,2,,2,,1,,1,,"3724 WIRELESS DRIVE
GREENSBORO, NC 27455
(36.122456, -79.824144)",02/01/2017
335693,ROSEWOOD  REHABILITATION & NURSING CENTER,NY,1,,1,,1,,3,,3,,"284 TROY ROAD
RENSSELAER, NY 12144
(42.642592, -73.698881)",02/01/2017
335422,RIVER RIDGE LIVING CENTER,NY,2,,2,,3,,2,,3,,"100 SANDY DRIVE
AMSTERDAM, NY 12010
(42.937446, -74.205436)",02/01/2017
365268,ALTERCARE OF WADSWORTH,OH,5,,4,,5,,4,,4,,"147 GARFIELD ST
WADSWORTH, OH 44281
(41.021918, -81.731872)",02/01/2017
335467,CREST MANOR LIVING AND REHABILITATION CENTER,NY,4,,3,,3,,4,,5,,"6745 PITTSFORD PALMYRA ROAD
FAIRPORT, NY 14450
(43.069073, -77.440068)",02/01/2017
345386,WILKES REGIONAL MEDICAL CTR SN,NC,4,,5,,1,,5,,5,,"1370 WEST D STREET
NORTH WILKESBORO, NC 28659
(36.158121, -81.158011)",02/01/2017
345204,STONECREEK HEALTH AND REHABILITATION,NC,5,,4,,5,,2,,3,,"455 VICTORIA ROAD
ASHEVILLE, NC 28801
(35.566016, -82.556523)",02/01/2017
345289,SENTARA NURSING CENTER,NC,4,,3,,5,,3,,4,,"3907 CARATOKE HIGHWAY
BARCO, NC 27917
(36.389215, -75.97848)",02/01/2017
345008,GOLDEN LIVINGCENTER - DARTMOUTH,NC,1,,1,,1,,4,,3,,"300 PROVIDENCE ROAD
CHARLOTTE, NC 28207
(35.205713, -80.824135)",02/01/2017
355093,GOOD SAMARITAN SOCIETY - BOTTINEAU,ND,3,,3,,1,,5,,5,,"725 E 10TH ST
BOTTINEAU, ND 58318
(48.822263, -100.433856)",02/01/2017
345149,BRIAN CTR HEALTH & RETIREMENT,NC,2,,1,,5,,4,,3,,"4911 BRIAN CENTER LANE
WINSTON-SALEM, NC 27106
(36.159728, -80.294106)",02/01/2017
335793,KENDAL AT ITHACA,NY,5,,3,,5,,5,,5,,"2230 NORTH TRIPHAMMER ROAD
ITHACA, NY 14850
(42.475533, -76.481764)",02/01/2017
335759,NORWICH REHABILITATION & NURSING CENTER,NY,2,,2,,3,,3,,3,,"88 CALVARY DRIVE
NORWICH, NY 13815
(42.546932, -75.526642)",02/01/2017
345242,THE FOUNTAINS AT THE ALBEMARLE,NC,4,,3,,2,,4,,4,,"200 TRADE STREET
TARBORO, NC 27886
(35.895228, -77.534664)",02/01/2017
345547,"CAMDEN PLACE HEALTH AND REHAB, LLC",NC,3,,3,,3,,2,,2,,"1 MARITHE COURT
GREENSBORO, NC 27407
(36.049666, -79.884071)",02/01/2017
345238,WHITE OAK MANOR - CHARLOTTE,NC,1,,2,,1,,3,,3,,"4009 CRAIG AVENUE
CHARLOTTE, NC 28211
(35.185441, -80.782843)",02/01/2017
355123,BETHANY ON 42ND,ND,5,,3,,5,,5,,5,,"4255 30TH AVE S
FARGO, ND 58104
(46.83657, -96.852776)",02/01/2017
335511,EAST SIDE NURSING HOME,NY,3,,3,,4,,3,,3,,"62 PROSPECT ST
WARSAW, NY 14569
(42.73867, -78.128744)",02/01/2017
365551,CLOVERNOOK HEALTH CARE PAVILION,OH,3,,4,,4,,1,,2,,"7025 CLOVERNOOK AVENUE
CINCINNATI, OH 45231
(39.220529, -84.537817)",02/01/2017
345481,WOODLANDS NURSING & REHABILITATION CENTER,NC,1,,1,,2,,3,,2,,"400 PELT DRIVE
FAYETTEVILLE, NC 28301
(35.087335, -78.913678)",02/01/2017
345253,THE LODGE AT MILLS RIVER,NC,5,,5,,5,,4,,5,,"5593 OLD HAYWOOD ROAD
MILLS RIVER, NC 28759
(35.422997, -82.5743)",02/01/2017
365195,MCNAUGHTEN POINTE NURSING AND REHAB,OH,2,,2,,4,,3,,3,,"1425 YORKLAND ROAD
COLUMBUS, OH 43232
(39.948869, -82.842708)",02/01/2017
335497,TRUSTEES OF EASTERN STAR HALL & HOME OF  N Y S,NY,3,,2,,2,,5,,5,,"8290 STATE
ORISKANY, NY 13424
(43.162045, -75.335576)",02/01/2017
345523,UNIVERSAL HEALTH CARE/RAMSEUR,NC,2,,3,,2,,1,,1,,"7166 JORDON ROAD
RAMSEUR, NC 27316
(35.741791, -79.643079)",02/01/2017
345357,PRUITTHEALTH-NEUSE,NC,2,,2,,3,,3,,3,,"1303 HEALTH DRIVE
NEW BERN, NC 28560
(35.114542, -77.066718)",02/01/2017
365292,HANOVER HOUSE,OH,2,,1,,5,,1,,2,,"435 AVIS AVENUE NW
MASSILLON, OH 44646
(40.799005, -81.471287)",02/01/2017
355067,VALLEY ELDERCARE CENTER,ND,3,,3,,1,,5,,5,,"2900 14TH AVE S
GRAND FORKS, ND 58201
(47.907221, -97.070259)",02/01/2017
345206,MADISON HEALTH AND REHABILITATION,NC,3,,2,,5,,2,,3,,"345 MANOR ROAD
MARS HILL, NC 28754
(35.836441, -82.526853)",02/01/2017
355102,NAPOLEON CARE CENTER,ND,5,,4,,5,,4,,5,,"311 E 4TH ST
NAPOLEON, ND 58561
(46.503202, -99.764634)",02/01/2017
335510,FOLTS HOME,NY,1,,1,,3,,3,,3,,"104 NORTH WASHINGTON STREET
HERKIMER, NY 13350
(43.026482, -74.984866)",02/01/2017
335502,GOLDEN GATE REHAB AND H C C,NY,3,,4,,4,,1,,2,,"191 BRADLEY AVE
STATEN ISLAND, NY 10314
(40.606746, -74.131899)",02/01/2017
345185,PREMIER LIVING AND REHAB CENTER,NC,2,,2,,2,,3,,2,,"106 CAMERON STREET
LAKE WACCAMAW, NC 28450
(34.319864, -78.518903)",02/01/2017
335432,LONG BEACH NURSING AND REHABILITATION CENTER,NY,3,,2,,5,,2,,3,,"375 EAST BAY DRIVE
LONG BEACH, NY 11561
(40.594216, -73.654001)",02/01/2017
335453,CARTHAGE AREA HOSPITAL S N F,NY,2,,2,,3,,3,,2,,"1001 WEST STREET ROAD
CARTHAGE, NY 13619
(43.986162, -75.594861)",02/01/2017
345373,OCEAN TRAIL HEALTHCARE & REHAB CENTER,NC,2,,3,,1,,3,,3,,"630 FODALE AVENUE
SOUTHPORT, NC 28461
(33.930101, -78.020443)",02/01/2017
345493,HENDERSONVILLE HEALTH AND REHABILITATION,NC,4,,4,,3,,4,,4,,"104 COLLEGE DRIVE
FLAT ROCK, NC 28731
(35.303924, -82.417636)",02/01/2017
335574,GREENE MEADOWS NURSING & REHABILITATION CENTER,NY,1,,1,,1,,3,,2,,"161 JEFFERSON HEIGHTS
CATSKILL, NY 12414
(42.231664, -73.877983)",02/01/2017
335399,HUDSON VALLEY REHAB AND EXT CARE FACILITY,NY,4,,4,,3,,2,,2,,"260 VINEYARD AVE
HIGHLAND, NY 12528
(41.703748, -73.980315)",02/01/2017
345355,GRAHAM HEALTHCARE AND REHABILITATION CENTER,NC,3,,4,,1,,2,,3,,"811 SNOWBIRD ROAD
ROBBINSVILLE, NC 28771
(35.31166, -83.816448)",02/01/2017
345395,PEAK RESOURCES-CHERRYVILLE,NC,4,,3,,4,,4,,4,,"7615 DALLAS CHERRYVILLE HIGHWAY
CHERRYVILLE, NC 28021
(35.386563, -81.350507)",02/01/2017
345003,SILAS CREEK REHABILITATION CENTER,NC,2,,2,,2,,3,,3,,"3350 SILAS CREEK PARKWAY
WINSTON-SALEM, NC 27103
(36.076512, -80.299873)",02/01/2017
335429,ADIRONDACK TRI COUNTY NURSING & REHABILITATION CTR,NY,2,,2,,3,,2,,4,,"112 SKI BOWL ROAD
NORTH CREEK, NY 12853
(43.694373, -73.989493)",02/01/2017
365215,SUBURBAN PAVILION,OH,1,,1,,2,,3,,3,,"20265 EMERY RD
NORTH RANDALL, OH 44128
(41.434003, -81.540278)",02/01/2017
355122,RICHARDTON HEALTH CENTER INC,ND,2,,1,,5,,5,,5,,"8885 HIGHWAY
RICHARDTON, ND 58652
(46.890981, -102.332114)",02/01/2017
345205,WESTWOOD HILLS NURSING AND REHABILITATION CENTER,NC,1,,1,,3,,3,,3,,"1016 FLETCHER STREET
WILKESBORO, NC 28697
(36.133474, -81.165245)",02/01/2017
365147,HIGHLAND OAKS HEALTH CENTER,OH,1,,1,,4,,2,,3,,"4114 NORTH STATE ROUTE
MCCONNELSVILLE, OH 43756
(39.662228, -81.858824)",02/01/2017
365304,CLIFTON CARE CENTER,OH,1,,1,,3,,2,,2,,"625 PROBASCO STREET
CINCINNATI, OH 45220
(39.134706, -84.52779)",02/01/2017
335610,ABSOLUT CTR FOR NURSING & REHAB ALLEGANY L L C,NY,1,,1,,2,,2,,4,,"2178 NORTH FIFTH STREET
ALLEGANY, NY 14706
(42.094934, -78.489864)",02/01/2017
335592,ST REGIS NURSING HOME  INC,NY,3,,3,,2,,3,,3,,"89 GROVE STREET
MASSENA, NY 13662
(44.922949, -74.885248)",02/01/2017
345161,ABERNETHY LAURELS,NC,5,,4,,5,,4,,4,,"102 LEONARD AVENUE
NEWTON, NC 28658
(35.642244, -81.184657)",02/01/2017
345044,ST JOSEPH OF THE PINES HEALTH,NC,3,,2,,5,,2,,2,,"103 GOSSMAN DRIVE
SOUTHERN PINES, NC 28387
(35.219928, -79.37553)",02/01/2017
365005,THE CHATEAU AT MOUNTAIN CREST NURSING & REHAB CTR,OH,1,,1,,3,,1,,2,,"2586 LAFEUILLE AVENUE
CINCINNATI, OH 45211
(39.131557, -84.588386)",02/01/2017
355024,MANOR CARE HEALTH SERVICES,ND,2,,1,,5,,3,,3,,"1315 S UNIVERSITY DR
FARGO, ND 58103
(46.860822, -96.798404)",02/01/2017
335861,THE AMSTERDAM AT HARBORSIDE,NY,5,,4,,5,,5,,5,,"300 EAST OVERLOOK
PORT WASHINGTON, NY 11050
(40.82784, -73.66536)",02/01/2017
345375,SCOTLAND MANOR HEALTH CARE CENTER,NC,2,,2,,2,,3,,3,,"920 JR HIGH SCHOOL ROAD
SCOTLAND NECK, NC 27874
(36.129022, -77.428038)",02/01/2017
345459,WILLOWBROOKE COURT SC CTR AT TRYON ESTATES,NC,5,,5,,5,,5,,5,,"619 LAUREL LAKE DRIVE
COLUMBUS, NC 28722
(35.236001, -82.200374)",02/01/2017
335843,OUR LADY OF PEACE NURSING CARE RESIDENCE,NY,3,,3,,4,,2,,2,,"5285 LEWISTON ROAD
LEWISTON, NY 14092
(43.153787, -79.038411)",02/01/2017
345174,ASHEVILLE NURSING & REHABILITATION CENTER,NC,1,,1,,1,,3,,4,,"91 VICTORIA ROAD
ASHEVILLE, NC 28801
(35.576726, -82.551829)",02/01/2017
345061,PRUITTHEALTH-DURHAM,NC,3,,2,,3,,4,,4,,"3100 ERWIN ROAD
DURHAM, NC 27705
(36.00391, -78.950575)",02/01/2017
345217,PREMIER NURSING AND REHABILITATION CENTER,NC,2,,3,,2,,1,,2,,"225 WHITE STREET
JACKSONVILLE, NC 28546
(34.760764, -77.387643)",02/01/2017
335629,PALISADE NURSING HOME COMPANY,NY,4,,3,,5,,2,,3,,"5901 PALISADE AVENUE
BRONX, NY 10471
(40.909187, -73.908242)",02/01/2017
355094,GOOD SAMARITAN SOCIETY - MOHALL,ND,2,,2,,3,,3,,3,,"602 E MAIN ST
MOHALL, ND 58761
(48.763482, -101.503291)",02/01/2017
365962,GENEVA SHORES NURSING AND REHAB,OH,4,,4,,2,,2,,4,,"60 WEST ST
GENEVA, OH 44041
(41.799401, -80.963296)",02/01/2017
345054,WOODHAVEN NURS & ALZHEIMER'S C,NC,2,,2,,3,,3,,2,,"1150 PINE RUN DRIVE
LUMBERTON, NC 28358
(34.657897, -78.993181)",02/01/2017
345561,UNIVERSAL HEALTH CARE/FUQUAY-VARINA,NC,1,,1,,2,,2,,1,,"410 S JUDD PARKWAY SE
FUQUAY VARINA, NC 27526
(35.579641, -78.784438)",02/01/2017
335685,PALATINE NURSING HOME,NY,1,,2,,3,,1,,2,,"154 LAFAYETTE STREET
PALATINE BRIDGE, NY 13428
(42.921694, -74.569891)",02/01/2017
335390,OAK HOLLOW NURSING CENTER,NY,3,,2,,5,,3,,3,,"49 OAKCREST AVE
MIDDLE ISLAND, NY 11953
(40.891986, -72.967971)",02/01/2017
335637,BROOKLYN QUEENS NURSING HOME,NY,3,,3,,5,,1,,1,,"2749 LINDEN BLVD
BROOKLYN, NY 11208
(40.669607, -73.862857)",02/01/2017
335812,HUDSON PARK REHABILITATION AND NURSING CENTER,NY,2,,2,,3,,3,,3,,"325 NORTHERN BOULEVARD
ALBANY, NY 12204
(42.671283, -73.753165)",02/01/2017
335589,THE GRAND REHABILITATION & NURSING AT ROME,NY,1,,1,,4,,3,,1,,"801 NORTH JAMES STREET
ROME, NY 13440
(43.220797, -75.449946)",02/01/2017
345173,EMERALD HEALTH & REHAB CENTER,NC,1,,2,,4,,1,,2,,"54 RED MULBERRY WAY
LILLINGTON, NC 27546
(35.425796, -78.812361)",02/01/2017
345413,FLESHERS FAIRVIEW HEALTH CARE,NC,4,,3,,2,,4,,4,,"3016 CANE CREEK ROAD
FAIRVIEW, NC 28730
(35.506709, -82.41602)",02/01/2017
335868,ST JOSEPHS HOSPITAL  T C U,NY,2,,3,,1,,,Data Not Available,,Data Not Available,"555 ST JOSEPH'S BOULEVARD
ELMIRA, NY 14902
(42.091324, -76.797081)",02/01/2017
335829,ADIRA AT RIVERSIDE REHABILITATION & NURSING,NY,3,,3,,2,,3,,3,,"120 ODELL AVENUE
YONKERS, NY 10701
(40.969946, -73.88625)",02/01/2017
345179,BRIAN CENTER HEALTH AND RETIREMENT,NC,1,,1,,2,,1,,2,,"752 E CENTER AVENUE
MOORESVILLE, NC 28115
(35.578271, -80.798125)",02/01/2017
345559,HOMESTEAD HILLS,NC,4,,4,,3,,3,,4,,"2105 HOMESTEAD HILLS DRIVE
WINSTON SALEM, NC 27103
(36.056346, -80.305159)",02/01/2017
335442,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL S N F,NY,2,,1,,2,,5,,5,,"75 BEEKMAN STREET
PLATTSBURGH, NY 12901
(44.700122, -73.466647)",02/01/2017
365206,HEARTLAND OF UPTOWN WESTERVILLE,OH,1,,1,,4,,3,,3,,"140 OLD COUNTY LINE ROAD
WESTERVILLE, OH 43081
(40.133142, -82.926611)",02/01/2017
335558,BENSONHURST CENTER FOR REHAB AND HEALTHCARE,NY,5,,5,,5,,3,,3,,"1740 84TH STREET
BROOKLYN, NY 11214
(40.609444, -74.002422)",02/01/2017
335800,NOTTINGHAM R H C F,NY,4,,2,,5,,5,,5,,"1305 NOTTINGHAM ROAD
JAMESVILLE, NY 13078
(43.010544, -76.084469)",02/01/2017
335640,EMERALD NORTH NURSING AND REHABILITATION CENTER,NY,1,,1,,3,,1,,1,,"1205 DELAWARE AVENUE
BUFFALO, NY 14209
(42.916747, -78.868819)",02/01/2017
345036,ELIZABETH CITY HEALTH AND REHABILITATION,NC,2,,2,,2,,3,,3,,"1075 US HIGHWAY
ELIZABETH CITY, NC 27909
(36.365195, -76.27725)",02/01/2017
365277,DIVERSICARE OF BRADFORD PLACE,OH,3,,2,,5,,3,,3,,"1302 MILLVILLE AVENUE
HAMILTON, OH 45013
(39.406091, -84.604667)",02/01/2017
355050,MAPLE MANOR CARE CENTER,ND,5,,4,,5,,4,,4,,"1116 9TH AVE
LANGDON, ND 58249
(48.761189, -98.380409)",02/01/2017
345128,BRIAN CENTER HEALTH & REHABILITATION/STATESVILLE,NC,1,,1,,2,,2,,3,,"520 VALLEY STREET
STATESVILLE, NC 28677
(35.797193, -80.868416)",02/01/2017
345446,COLLEGE PINES HEALTH AND REHAB CENTER,NC,3,,2,,3,,4,,4,,"95 LOCUST STREET
CONNELLYS SPRINGS, NC 28612
(35.74589, -81.520985)",02/01/2017
345565,TRINITY ELMS,NC,4,,5,,1,,3,,3,,"7449 FAIR OAKS DRIVE
CLEMMONS, NC 27012
(36.024583, -80.405851)",02/01/2017
335431,SAMARITAN KEEP NURSING HOME INC,NY,1,,1,,3,,,Data Not Available,,Data Not Available,"133 PRATT ST
WATERTOWN, NY 13601
(43.964506, -75.914435)",02/01/2017
345273,KINDRED HOSPITAL EAST GREENSBORO,NC,5,,4,,5,,4,,4,,"2401 SOUTH SIDE BOULEVARD
GREENSBORO, NC 27406
(36.048661, -79.770941)",02/01/2017
345219,MAGNOLIA LANE NURSING AND REHABILITATION CENTER,NC,1,,1,,4,,1,,2,,"107 MAGNOLIA DRIVE
MORGANTON, NC 28655
(35.725367, -81.6933)",02/01/2017
345482,BROOKDALE CARRIAGE CLUB PROVIDENCE,NC,5,,5,,5,,,Data Not Available,,Data Not Available,"5804 OLD PROVIDENCE ROAD
CHARLOTTE, NC 28226
(35.133478, -80.784672)",02/01/2017
335849,JEANNE JUGAN RESIDENCE,NY,5,,5,,5,,4,,4,,"2999 SCHURZ AVENUE
BRONX, NY 10465
(40.814921, -73.812683)",02/01/2017
345197,WILLOW RIDGE OF NC,NC,2,,1,,3,,4,,4,,"237 TRYON ROAD
RUTHERFORDTON, NC 28139
(35.363919, -81.969731)",02/01/2017
365284,CRESTWOOD CARE CENTER,OH,4,,4,,5,,1,,2,,"225 W MAIN STREET
SHELBY, OH 44875
(40.881146, -82.676317)",02/01/2017
365196,PLEASANT RIDGE CARE CENTER,OH,5,,4,,4,,5,,5,,"5501 VERULAM
CINCINNATI, OH 45213
(39.173847, -84.430598)",02/01/2017
355046,GOLDEN ACRES MANOR,ND,5,,4,,5,,4,,5,,"1 E MAIN ST
CARRINGTON, ND 58421
(47.449535, -99.114416)",02/01/2017
355049,STRASBURG NURSING HOME,ND,5,,5,,5,,4,,4,,"409 S 3RD ST
STRASBURG, ND 58573
(46.131001, -100.164371)",02/01/2017
345155,RANDOLPH HEALTH AND REHABILITATION CENTER,NC,3,,3,,2,,2,,3,,"230 EAST PRESNELL STREET
ASHEBORO, NC 27203
(35.71458, -79.808406)",02/01/2017
365033,CEDARWOOD PLAZA,OH,5,,4,,5,,3,,3,,"12504 CEDAR ROAD
CLEVELAND HEIGHTS, OH 44106
(41.501077, -81.590573)",02/01/2017
345292,GRANTSBROOK NURSING AND REHABILITATION CENTER,NC,3,,4,,1,,2,,3,,"290 KEEL ROAD
GRANTSBORO, NC 28529
(35.140477, -76.822471)",02/01/2017
335766,WHITTIER REHAB & SKILLED NURSING CENTER,NY,2,,1,,3,,4,,4,,"1 WHITTIER WAY
GHENT, NY 12075
(42.281356, -73.703767)",02/01/2017
355051,HATTON PRAIRIE VILLAGE,ND,5,,5,,5,,4,,4,,"950 DAKOTA AVE
HATTON, ND 58240
(47.636387, -97.453241)",02/01/2017
335737,WEST LAWRENCE CARE CENTER L L C,NY,2,,1,,5,,1,,1,,"1410 SEAGIRT BLVD
FAR ROCKAWAY, NY 11691
(40.595326, -73.748745)",02/01/2017
355070,BETHEL LUTHERAN NURSING & REHABILITATION CENTER,ND,3,,2,,4,,5,,5,,"1515 2ND AVE WEST
WILLISTON, ND 58801
(48.159183, -103.62575)",02/01/2017
345234,LUMBERTON HEALTH AND REHAB CENTER,NC,5,,5,,4,,3,,3,,"1555 WILLIS AVENUE
LUMBERTON, NC 28358
(34.628953, -78.991787)",02/01/2017
345010,GOLDEN LIVINGCENTER - ASHEVILLE,NC,1,,1,,1,,1,,2,,"500 BEAVERDAM ROAD
ASHEVILLE, NC 28804
(35.642252, -82.527449)",02/01/2017
365601,GREENE OAKS,OH,2,,4,,1,,1,,2,,"164 OFFICE PARK DRIVE
XENIA, OH 45385
(39.702096, -83.927312)",02/01/2017
345106,TRINITY RIDGE,NC,4,,4,,3,,3,,3,,"2140 MEDICAL PARK DRIVE
HICKORY, NC 28602
(35.688176, -81.358157)",02/01/2017
365014,BRETHREN RETIREMENT COMMUNITY,OH,4,,3,,3,,4,,3,,"750 CHESTNUT STREET
GREENVILLE, OH 45331
(40.091553, -84.637664)",02/01/2017
335824,PUTNAM RIDGE,NY,3,,4,,3,,1,,2,,"46 MT EBO ROAD NORTH
BREWSTER, NY 10509
(41.440866, -73.571859)",02/01/2017
345465,BAYVIEW NURSING & REHAB CENTER,NC,5,,4,,5,,3,,3,,"3003 KENSINGTON PARK DRIVE
NEW BERN, NC 28560
(35.141284, -77.100411)",02/01/2017
345553,AUTUMN CARE OF FAYETTEVILLE,NC,1,,2,,3,,1,,1,,"1401 71ST SCHOOL ROAD
FAYETTEVILLE, NC 28314
(35.043642, -79.007774)",02/01/2017
345426,VALLEY VIEW CARE & REHAB CENTER,NC,2,,1,,5,,3,,4,,"551 KENT STREET
ANDREWS, NC 28901
(35.194503, -83.842162)",02/01/2017
345384,PRUITTHEATH-FARMVILLE,NC,4,,4,,3,,3,,4,,"4351 SOUTH MAIN STREET
FARMVILLE, NC 27828
(35.578134, -77.593568)",02/01/2017
345113,WILLOW CREEK NURSING AND REHABILITATION CENTER,NC,1,,2,,1,,1,,2,,"2401 WAYNE MEMORIAL DRIVE
GOLDSBORO, NC 27534
(35.398755, -77.960322)",02/01/2017
345148,FRIENDS HOMES AT GUILFORD,NC,5,,4,,4,,5,,5,,"925 NEW GARDEN ROAD
GREENSBORO, NC 27410
(36.093449, -79.890709)",02/01/2017
345228,RIDGEWOOD LIVING & REHAB CENTER,NC,2,,2,,4,,3,,3,,"1624 HIGHLAND DRIVE
WASHINGTON, NC 27889
(35.554651, -77.022988)",02/01/2017
365221,EDGEWOOD MANOR OF GREENFIELD I,OH,4,,5,,1,,3,,4,,"850 NELLIE STREET
GREENFIELD, OH 45123
(39.342846, -83.386815)",02/01/2017
335798,TOWNHOUSE CENTER FOR REHABILITATION &  NRSG,NY,1,,1,,2,,1,,1,,"755 HEMPSTEAD TURNPIKE
UNIONDALE, NY 11553
(40.71328, -73.60606)",02/01/2017
345502,LAKE PARK NURSING AND REHABILITATION CENTER,NC,1,,1,,1,,3,,2,,"3315 FAITH CHURCH ROAD
INDIAN TRAIL, NC 28079
(35.076371, -80.636284)",02/01/2017
345089,WALNUT COVE HEALTH AND REHABILITATION CENTER,NC,1,,3,,1,,1,,1,,"511 WINDMILL STREET
WALNUT COVE, NC 27052
(36.298787, -80.143209)",02/01/2017
345312,BRIAN CTR HEALTH & REHAB/HENDERSONVILLE,NC,1,,1,,2,,2,,4,,"1870 PISGAH DRIVE
HENDERSONVILLE, NC 28791
(35.324341, -82.494122)",02/01/2017
335845,NORTHEAST CENTER FOR REHABILITATION & BRAIN INJURY,NY,4,,5,,2,,1,,1,,"300 GRANT AVENUE
LAKE KATRINE, NY 12449
(41.981435, -73.995353)",02/01/2017
345537,SILVER STREAM HEALTH AND REHABILITATION CENTER,NC,2,,2,,3,,3,,3,,"2305 SILVER STREAM LANE
WILMINGTON, NC 28401
(34.197349, -77.933833)",02/01/2017
345341,SILVER BLUFF INC,NC,4,,3,,5,,3,,4,,"100 SILVER BLUFF DRIVE
CANTON, NC 28716
(35.482434, -82.878612)",02/01/2017
345562,CLEAR CREEK NURSING & REHABILITATION CENTER,NC,1,,1,,2,,1,,1,,"10506 CLEAR CREEK COMMERCE DRIVE
MINT HILL, NC 28227
(35.219807, -80.638285)",02/01/2017
335433,MCAULEY RESIDENCE,NY,5,,3,,5,,4,,5,,"1503 MILITARY ROAD
KENMORE, NY 14217
(42.977432, -78.885987)",02/01/2017
355087,WEDGEWOOD MANOR,ND,2,,1,,4,,4,,4,,"804 MAIN ST W
CAVALIER, ND 58220
(48.793224, -97.63391)",02/01/2017
335601,THE CENTER FOR NURSING AND REHAB AT HOOSICK FALLS,NY,3,,3,,3,,3,,3,,"21 DANFORTH STREET
HOOSICK FALLS, NY 12090
(42.909441, -73.347246)",02/01/2017
365300,ALTERCARE POST-ACUTE REHAB CENTER,OH,5,,4,,5,,4,,4,,"1463 TALLMADGE ROAD
KENT, OH 44240
(41.099944, -81.340895)",02/01/2017
345533,THE CEDARS OF CHAPEL HILL,NC,5,,5,,5,,,Data Not Available,,Data Not Available,"101 GREEN CEDAR LANE
CHAPEL HILL, NC 27517
(35.909067, -79.00687)",02/01/2017
345478,HARNETT WOODS NURSING AND REHABILITATION CENTER,NC,5,,5,,2,,3,,4,,"604 LUCAS ROAD
DUNN, NC 28334
(35.31265, -78.649088)",02/01/2017
345421,THE LAURELS OF CHATHAM,NC,2,,2,,4,,3,,2,,"72 CHATHAM BUSINESS PARK
PITTSBORO, NC 27312
(35.717705, -79.162371)",02/01/2017
335415,LAWRENCE NURSING CARE CENTER,NY,3,,3,,5,,1,,1,,"350 BEACH 54TH STREET
ARVERNE, NY 11692
(40.594051, -73.784445)",02/01/2017
355085,ELIM CARE CENTER,ND,3,,3,,4,,3,,2,,"3534 UNIVERSITY DR S
FARGO, ND 58104
(46.825386, -96.802824)",02/01/2017
345186,FIVE OAKS MANOR,NC,3,,4,,4,,1,,1,,"413 WINECOFF SCHOOL ROAD
CONCORD, NC 28027
(35.446177, -80.621653)",02/01/2017
335714,VICTORIA HOME,NY,5,,5,,5,,4,,4,,"25 N MALCOLM STREET
OSSINING, NY 10562
(41.164143, -73.865293)",02/01/2017
365155,AVON PLACE,OH,2,,2,,4,,3,,3,,"32900 DETROIT RD
AVON, OH 44011
(41.454266, -81.980898)",02/01/2017
335473,BRIGHTON MANOR,NY,1,,1,,2,,3,,3,,"989 BLOSSOM ROAD
ROCHESTER, NY 14610
(43.149335, -77.544879)",02/01/2017
335540,THE GRAND REHABILITATION & NURSING AT GUILDERLAND,NY,1,,1,,2,,3,,3,,"428 STATE ROUTE
ALTAMONT, NY 12009
(42.702427, -73.960284)",02/01/2017
345548,ASHTON PLACE HEALTH AND REHAB,NC,3,,3,,4,,3,,3,,"5533 BURLINGTON ROAD
MCLEANSVILLE, NC 27301
(36.084854, -79.665238)",02/01/2017
345015,CLAPPS CONVALESCENT NH,NC,4,,4,,3,,3,,3,,"500 MOUNTAIN TOP DRIVE
ASHEBORO, NC 27203
(35.7096, -79.788139)",02/01/2017
335408,WEDGEWOOD NURSING HOME,NY,3,,3,,5,,1,,2,,"5 CHURCH STREET
SPENCERPORT, NY 14559
(43.192496, -77.802016)",02/01/2017
365047,FIRST COMMUNITY VILLAGE HEALTHCARE CTR,OH,1,,1,,4,,3,,4,,"1800 RIVERSIDE DRIVE
COLUMBUS, OH 43212
(39.992341, -83.066354)",02/01/2017
345264,STANLEY TOTAL LIVING CENTER,NC,2,,1,,5,,4,,5,,"514 OLD MOUNT HOLLY ROAD
STANLEY, NC 28164
(35.354868, -81.083575)",02/01/2017
